id,y,T,Ma,x1,x2,x3,x4,x5,z1,z2,z3,z4,z5,w1,w2,w3,w4,w5
3744,486.5082689,0,,0.446506624,-0.305074765,0.220151441,0.519844536,0.725075806,1.257530338,-0.340558122,0.78228432,-1.567118066,0.319799767,0.015524489,-1.326461447,-0.272000481,0.191965391,-0.852154622
2179,510.6890401,1,2.387533128,-2.188757971,1.804888744,1.792230126,1.105029068,1.705167802,2.325796274,-1.744237947,0.509173287,0.865633224,-0.320423272,1.048240408,0.110785916,0.053703061,0.263049156,-0.178556157
3284,508.4822087,1,0.311253811,1.461420126,-1.553791953,-0.228632662,-0.194080234,0.78525695,-0.161422702,0.446639401,-0.622367709,0.490553649,0.354007689,-0.056508332,0.743094926,-0.717947052,1.00628005,-0.371312372
3627,503.4189313,0,,0.878961155,-0.514081692,0.149032158,-0.998352094,-0.204290369,-0.568003847,0.625876914,-1.156155672,0.009447942,-1.883313858,-0.904150639,1.743327029,0.047597144,0.75381774,-1.130161402
958,489.889568,0,,-1.900286142,-0.132637997,-0.01902214,0.327429817,-0.035382491,-1.700715968,-1.414749116,0.276141909,0.806043523,0.205094122,-1.210661704,-1.972775229,-2.270402105,-1.638338817,0.176936004
1400,526.9225084,0,,0.785197564,0.312556997,1.998287579,1.219134387,-3.65882396,0.941259444,2.668693422,-0.351208358,-1.209279703,-1.258069484,0.669553525,-0.0290698,-0.324959998,-0.838326618,-1.060842094
748,484.6362751,1,-1.192127824,0.171131112,1.47557677,-0.022178984,0.185438967,1.443340858,-1.220217671,0.984007479,0.205834551,-2.174539942,0.456295056,-1.044368517,0.325567798,1.221018766,-0.11878704,-2.238988259
1945,489.841822,0,,-0.162158538,0.247103102,-1.181148755,0.271155346,-1.355489691,2.076117135,0.0851668,-0.757808199,0.969918336,1.524900304,-0.647755559,-0.016936394,-0.15365661,-0.135284551,1.163004265
4875,502.5186587,1,3.006640681,0.236075374,-0.411224755,-0.346655746,0.97095965,0.573548338,1.522275659,1.386862469,2.206870483,-1.031569784,1.504152657,-0.230290035,0.804274421,0.252406124,-0.306387253,0.115595514
76,518.079273,1,4.833106405,-1.167007897,0.379724998,1.040575007,0.265772544,0.162100267,-0.231381974,2.588842377,1.827424143,-0.991719255,0.624783814,-0.146126785,-0.064104333,1.34411904,0.069190674,1.074978722
4405,496.1732151,0,,0.256138068,0.248700724,-0.486105071,1.682318578,-0.884698466,0.399092316,1.172212517,1.290094468,-0.028726072,-1.110446348,-0.827752198,1.382477118,-1.414571849,-0.592307692,-1.449694271
3520,483.9936007,0,,-0.56244918,0.965349259,0.216206422,-0.639137021,0.404453417,-1.846956053,-0.103479604,-1.853018304,1.527583023,0.671120122,-1.080942307,-0.133895723,0.461644979,0.916434905,0.345523451
3809,491.9282411,1,-0.732648109,0.068902606,-0.565721907,-0.110950021,0.168908748,-0.303413158,-0.603269865,0.273187692,0.240598758,-0.733633795,-1.306825635,0.511960273,1.379039722,0.574214671,-0.300785506,-1.714868527
4375,477.8817686,0,,0.790351237,0.950478927,1.28403143,0.424047227,-1.260324617,0.738278845,-0.129290979,-0.667662913,-0.815155656,1.428863632,-0.467012227,-0.175431444,0.035686269,-0.207399038,1.052604659
1710,487.7892103,1,0.893491708,-0.194656323,0.695620204,0.089092447,-0.982597826,1.114411504,1.311504337,-0.748145876,1.124864523,-0.090522117,-0.368489474,-0.869692968,-1.541338794,-0.348371538,1.144572058,-2.158504893
4944,506.3420717,0,,0.274097905,1.055899181,-0.272332366,-0.883042039,0.99708197,1.171035057,-1.069801187,0.235944258,0.372140176,-0.685766072,-0.460018272,0.201143315,0.278170705,-1.758270948,-1.705233204
821,477.2517175,1,-3.132245106,-0.517748356,-1.446970066,-1.554856288,1.759427185,1.737386288,0.548163865,1.80672118,0.567177444,-1.021092479,-0.125627274,0.456780441,-2.046037401,-1.452769835,1.035937924,-0.093790209
1759,482.791094,1,-4.686087109,-0.994360383,-0.339360996,0.780093851,-0.313779545,0.34781408,-0.856999054,-3.836326383,-0.063562008,1.365143218,0.42238407,-1.041772048,-0.590125288,0.10654378,0.110979078,0.841365405
1977,491.177407,1,1.44220605,0.18243548,-0.415192107,1.069750518,0.197799114,0.643688051,1.439887551,0.545272102,0.234673909,1.570526376,0.488549102,0.386198792,-1.332965776,0.697611149,-1.779405738,1.098528067
2228,511.8906206,1,2.35305403,-0.566791738,0.898407011,0.478466644,-0.192880922,0.587385434,-0.129058546,1.222701903,0.413833921,0.218600091,0.249853782,-0.564801553,1.298355206,-0.134032736,0.151066866,1.08631137
4540,528.0807346,0,,1.217505581,2.108945396,-0.807704065,1.097319596,-0.820537306,0.014286116,1.413289528,-0.652127169,-0.73364034,-0.108008686,2.036503884,-0.533548153,-0.510041206,-1.017027893,1.831285265
689,503.0516618,1,0.568159988,-0.812522725,0.967271651,0.021946649,0.453098771,0.204755119,0.617027421,0.011457925,0.752165962,0.83138858,-0.692157712,1.347429738,-0.970424513,-0.644589107,2.261942639,-0.035088616
2860,486.8194766,0,,0.678902641,0.939518755,-0.315290945,-1.469888832,0.292872923,0.883634142,2.131716355,0.286497224,-0.52494198,-2.046994729,0.123913874,-0.407641847,0.196577737,1.163480624,0.083973067
4056,493.3379704,1,-3.401873645,-0.949894506,-0.013853306,-0.053200348,0.232899428,0.723685469,-1.481311369,-0.208430599,0.114559358,0.841108621,0.98162301,0.232655041,0.361155818,-1.015973369,-0.360918167,-0.728483151
505,490.1281666,0,,1.097593347,1.680642377,-1.444398928,0.369925202,0.453271111,1.394809438,0.79657398,1.229758228,2.01621389,-1.152838756,0.934929173,-0.653985191,-0.228736078,0.86155083,0.096149716
3649,500.5488857,0,,1.118693598,-2.242148472,1.013554975,1.489445317,-0.070481905,-0.499312517,-0.122798311,-0.092907088,0.370980425,0.595882543,-1.110065756,0.684367165,-1.792354906,0.353002959,0.778019192
1713,489.1801093,1,-2.368213447,-1.574987725,-0.865576347,-0.691170344,-1.071996169,0.009066275,-0.50741318,-0.367225304,0.177969968,-0.489347192,-1.15765278,0.444866978,0.811627433,-2.325964859,1.081102635,1.179357174
708,494.2046984,0,,-0.157679436,0.34052592,-0.264441417,-0.172870984,1.372384565,-1.24267755,-0.706295405,-1.316808727,0.719363793,-0.655483809,0.938873327,1.284866654,1.104102742,-1.180105867,0.438864697
3414,500.062306,0,,1.061602999,-1.444756182,1.415697385,2.067402218,1.467626028,-0.022356744,-0.667256735,-1.440265158,0.964761866,-2.5493063,-1.694480069,0.3303555,-0.354627806,1.190494262,0.845056058
3695,540.5828386,1,7.977277958,0.280773721,1.049431668,1.310056843,0.924387124,0.310986089,1.657263898,-0.044948994,-0.347948478,0.442771932,0.261659315,-0.162941594,-0.356971913,0.329702482,-1.676964461,0.621354081
243,536.4927479,1,0.447250603,1.375021866,0.792137943,1.628839506,2.005671218,0.044204626,-0.672875087,-0.900183039,-0.764800849,-1.348645076,-1.309746985,1.184460467,1.056899651,1.684214367,-1.190305942,-2.215768708
3445,506.6146585,0,,0.535597778,-1.471176586,-1.047672534,0.840917218,-0.311349725,0.793036041,-1.047870476,1.553561213,0.726947917,-1.515080936,0.121138099,-1.005427175,-0.167643895,-0.117593043,-0.396698883
1587,515.0659884,1,1.267146241,0.242426467,-0.870417641,0.631674234,1.623466447,1.191327799,-0.196106989,0.184381896,-0.574548186,0.787325145,0.921793934,-0.205214612,-0.925272774,0.352019777,0.234906395,0.622356382
260,480.6901021,1,-3.955599814,1.049253321,-0.317269487,-0.511460243,0.161400688,0.96835737,0.262570292,-0.15121255,-2.334244088,-1.238380967,-1.878615788,-0.643659587,1.058792986,1.02163273,-0.454977941,-0.273584413
308,508.333731,1,2.737032301,0.109730204,0.800764603,2.150219722,0.517517065,0.985037117,-1.061779434,1.119964294,1.201112186,-0.601765328,-0.532567476,-0.050870119,0.587992172,-0.643712272,-0.087227247,-0.435768637
66,513.2152148,1,-2.258664252,1.142839521,-1.200184161,0.773619912,0.079250712,-0.528218322,-2.036549479,-0.340922258,-0.956278197,0.427812887,-0.342641175,1.338325909,-0.509571768,1.036485119,-0.278680761,0.916148488
2408,490.2453972,0,,-0.39930623,-0.497359735,0.401456126,2.458249482,0.129250799,-1.018510787,0.211516586,0.337110516,-1.155396213,-1.616726554,0.889037805,-0.62068796,0.832418806,-1.721676574,0.35478508
538,493.8540113,0,,1.061405908,0.446863737,-0.829831495,-1.487428667,-1.62155399,0.998442604,-1.552466869,-0.283018084,-0.507249794,0.383146842,-1.868296843,-0.36804297,0.856878587,0.603620586,-0.998526861
926,479.3445606,0,,1.189845319,-0.393079871,-0.610354931,0.567205831,-0.395156026,-0.160967562,0.087380123,-0.724548487,-0.761329493,0.401489666,-0.502956884,0.004115927,-0.275055565,-1.86321322,0.588609646
3929,512.2047952,0,,-0.708155907,1.131559316,1.352541057,-1.160924935,0.076634473,1.156848787,-1.753454508,-1.000278084,-0.29604473,-1.352864934,0.299384674,1.457655971,-1.459797257,0.669934309,-0.839361897
4763,498.9633749,0,,-0.543078652,1.497371595,-0.335637732,2.44051425,-1.858802862,-0.354855196,0.453031804,-1.370352883,-0.441290691,0.826942075,-0.957719477,0.429666016,0.821823896,-0.842930155,-0.846779429
3236,488.4034896,0,,-0.817331676,-0.017064551,1.203433278,1.655368271,-1.056564155,-1.197709593,2.476924839,1.269401448,0.700095322,0.234916277,-1.260644448,-1.405387703,0.161063614,0.017566198,-0.894103183
1657,512.0694341,1,1.305614902,1.218977219,0.667521268,0.233549481,-1.109680459,-0.105729284,-0.472502849,0.088212255,-0.75042653,0.076327931,-0.088170326,0.629577508,0.140790896,-0.560128639,-1.669565466,-0.115363176
3357,510.8340656,0,,1.13224735,1.690657907,-1.815222716,1.763042084,0.851815646,1.667075052,-0.762656104,0.622630593,0.259118294,0.349948869,-0.683450451,0.188725954,0.704071718,-0.13335225,-0.504893515
3523,513.1495621,1,-2.369097575,-1.133570452,0.013115756,-0.538038824,-0.485500562,-0.128115953,-0.727976741,0.561496439,0.527375646,1.396593134,-2.328816269,-0.26358248,0.266852297,0.844124132,-0.31937567,0.690711564
4664,514.5831027,0,,-0.385809061,-0.716442845,-0.340824637,1.125424317,0.286783746,0.462981958,-1.118393238,-0.041277298,0.58730578,0.001681101,0.174984868,0.636154575,1.014225576,1.001390491,0.723955305
4647,506.6337602,0,,1.212041952,-1.180132428,2.4920905,1.158522389,-0.583078827,0.805144511,-1.389004927,1.655500699,1.000685297,-0.566958715,0.309657728,0.647550022,0.445576166,-0.288003469,1.75935959
4620,502.5717659,1,3.099883921,0.544176962,1.185075849,1.601125919,-0.960040183,0.405839699,0.017619725,0.710265187,-1.09859085,0.667963081,1.027810003,-0.699639706,-0.714394666,-0.562116949,-0.453257477,0.004700405
4911,512.1672032,0,,0.176322263,2.907395469,0.130559594,1.192493695,0.508288493,-0.417458032,-0.178474581,0.325692153,0.341835511,-0.49030358,-0.026943503,1.565167651,-1.132530543,-1.072779892,0.914904111
803,503.886435,0,,-0.443600135,-0.605891717,-0.317152503,-1.708587673,0.355301075,1.084313004,-1.989441898,1.378933992,-0.584124472,0.745676728,0.413015241,1.442131496,-0.27595106,-0.953363701,1.055213221
52,505.6783467,1,0.249659872,0.070899232,0.548470244,0.451068508,-0.934801242,1.933717101,-0.267508662,-1.02210101,-0.410515176,0.480794369,-0.791982805,0.512414618,0.322051285,-2.166066666,-0.676153193,0.956210584
4234,513.263147,1,-4.092400299,-1.87611872,0.777659487,-1.173765858,-1.186905224,0.878782758,-0.994138281,-1.381949393,-2.194594393,0.53700277,0.037561803,1.682156787,0.073409093,-0.771794635,-2.354208708,1.673886684
1429,501.1456203,1,-0.651584835,-0.504377227,0.356646502,1.820596699,-0.045762613,1.531872873,0.576083339,-1.381891524,0.500673758,-0.040436644,-0.322176192,0.468433628,-0.257533104,-0.400666814,1.377404119,0.727983468
4832,506.7566231,0,,-0.803362927,0.620354472,-0.532787453,0.328790674,1.224282264,0.324907406,-0.281555363,0.424620321,-0.033354847,-1.994809559,-0.06030159,1.189186891,1.076478073,-1.840432108,0.282399312
4545,469.0162053,1,-3.052088196,-2.056459375,-0.304422134,1.004598151,-0.959851589,0.574873623,-0.877846627,-1.044679259,1.266288079,1.373956342,1.251129173,-1.330963273,1.114647385,-0.916362237,-1.04869071,0.753325457
4533,499.8304192,0,,0.658091782,1.372850142,0.76676572,-0.380399642,0.247896929,-1.222395101,-1.83310544,1.297755658,-0.018268249,0.590294581,-0.604575264,0.632221995,0.69498814,0.386318635,0.350550693
3629,531.7917063,1,5.367701347,-0.479753632,1.340701153,-0.707451143,2.384126325,-0.665592899,1.784693895,0.832407571,0.839863277,-1.056649294,-1.609254349,-0.06911367,0.111174891,-0.421387151,0.065887576,0.443097383
2757,500.4281756,0,,1.685424955,1.109498542,-1.073999448,-1.061284798,0.38753669,0.364438549,-1.072427884,0.643426366,0.233587754,1.362551253,0.976990528,-0.724275794,0.900138196,0.634719773,-0.798815917
3770,505.2842631,0,,1.252454675,-0.263980131,0.100721315,-0.774509926,-1.740867576,-0.462246881,1.069950428,0.189966353,0.841566524,-0.503398075,0.58408096,0.467665854,1.242739854,0.502567926,0.919203877
4044,472.6296668,0,,-1.028925899,0.391192985,0.491360186,0.143266498,1.12209518,0.125172637,-0.852209041,-0.730227881,0.540877602,-1.554101243,1.709138324,-0.889629916,-0.103546353,-0.808995055,-0.986039453
3545,495.8637733,0,,-0.585804088,-0.307651554,-1.285492028,0.320728454,0.08911525,0.392924197,1.525777989,0.792353551,-0.73094111,-1.581600889,1.148406015,-1.005056087,-0.049568994,0.397203392,0.181340844
1321,522.9455624,0,,0.14592074,-1.678772189,-0.308401956,-2.126210747,0.978373229,-0.361080891,-1.473743181,2.600141609,-0.392826834,-0.261991624,0.281620749,0.361190802,-0.428287868,0.742000923,0.357915134
1683,516.6963748,0,,0.254630336,-0.004543465,1.159195183,1.114866067,-1.283721735,0.512593769,0.659365687,-0.205273357,-0.798982159,0.343267961,0.161187712,0.583735809,0.652199056,-1.065822109,-0.077814633
4658,490.3588358,1,-3.468604441,-0.406723944,-0.552635734,0.215271203,-0.957397972,-0.328687024,-2.264323969,0.52341191,-0.273867158,-0.75278581,-0.936409615,-0.381602578,-1.056569653,-0.814580195,0.397979776,0.007632797
4519,518.4359237,0,,-0.967811691,-0.143422201,0.107103178,-0.193003245,0.156512403,1.164929803,-0.827777261,-0.892871224,0.816382785,0.122543096,-0.292393382,2.179376624,1.897428027,-0.557796056,0.265158555
1388,495.2687792,0,,0.268267622,0.706798068,1.198257893,-1.946633772,1.156270789,1.410057485,-0.183750616,-1.656151347,-0.074100436,-0.127266977,-0.304457524,1.85945186,0.577767643,-0.008032053,0.214159383
230,507.574166,1,-0.413819493,1.942586465,0.972653263,0.642289615,0.388130373,0.086033512,-1.820625955,-0.60480662,1.715126756,0.175208698,1.497179495,0.412085095,-0.502925435,-0.953810553,-0.586013136,0.811101281
4177,496.253764,1,4.042872569,2.047349906,1.039683118,0.304509115,0.752249575,-0.947008229,1.542379305,-0.001277717,0.144268468,0.123415039,-1.309319373,-0.581180885,-0.171880331,-1.536373485,-1.254615719,-0.595236214
4790,505.28371,1,-3.356833529,-1.344625017,-2.066983845,0.624985942,0.681513512,0.064348848,-0.094440866,0.0078051,-1.565042827,1.287788319,-0.403053616,1.648568374,0.446691606,-0.441840282,1.763287787,-0.787501075
4072,501.0665442,0,,-1.367977433,0.729592268,-2.625600617,1.168242759,-0.747845385,-0.633428383,0.267679359,-1.33513303,0.401953607,0.30046873,0.587594694,-0.194113744,2.109525733,-0.268011299,-0.534011376
2116,497.9576303,0,,0.058497946,0.339033012,1.703594645,0.406289372,0.695964867,-0.942627565,1.794140387,1.598994075,-1.561817561,0.519361253,0.168217549,-0.737389223,0.240618668,-0.602311332,1.758789312
4011,494.3431595,0,,-1.127905283,0.405373773,-1.415127237,-0.058529438,1.156344491,0.974404,-1.024878699,0.005342404,1.255633541,1.500043745,-0.220031436,0.169559802,-0.347197433,-0.606816444,0.975640054
2352,507.0740095,0,,0.003412092,0.252506574,0.458629471,0.348861882,0.706413435,0.129892345,-0.153217102,0.069554542,-0.989230779,-1.661526646,-1.364496629,-0.089940282,-0.139465481,-1.525840094,0.77814307
2529,525.8996521,1,3.431582586,-2.305123132,0.772551279,-0.590645036,1.65128579,0.457202575,0.562466193,0.622230041,1.128711567,-0.063459245,-0.543258024,1.001956686,-0.456724784,0.709196833,-0.344045196,-0.655063645
1149,511.5714194,0,,0.672672109,0.406864234,0.290462792,0.532606607,-0.372266069,0.979269145,0.304045003,0.36803394,0.639492953,-0.579548643,0.180183929,0.102574031,0.448747818,1.889433766,2.018486206
3675,546.0343273,1,-0.125505834,-0.644543293,-0.388233245,-0.167875609,1.016350458,0.434739407,-1.96479815,0.353862734,1.088965652,0.606722926,-0.54505637,1.514542286,-0.965561787,-0.175612145,1.546269808,1.068085347
2202,487.0681084,0,,-1.499427195,0.300777563,-0.94619444,-0.823624573,-0.651073743,-0.872893114,0.280361002,-0.239969354,-0.389986356,-0.381534559,0.097051942,-1.086754447,0.186957193,0.741405384,-0.537904264
1857,480.8712154,0,,-1.639023863,-0.656176306,-0.566966561,-2.296969835,0.253034177,0.152758806,0.187501751,-0.524603892,-1.5674499,2.46577776,-1.786372287,-1.07730762,-0.044324833,0.123290092,0.798420015
3845,516.7544843,0,,-1.474005429,0.999329966,1.903392016,0.244729228,1.285873361,2.123322394,-0.49830862,0.373121743,-1.392569248,-0.979118791,-0.569254117,-2.541810996,-0.892857258,0.255247806,1.016713896
170,510.5387842,1,1.345624286,0.777191135,-0.76179682,0.218693894,-1.001144636,-0.989745132,-0.209157754,-0.058566725,0.412729266,-0.105518619,1.254882257,0.652160576,-0.2516224,-0.002659136,-1.011429685,0.174317802
3413,493.7397027,0,,0.479194882,-0.638120638,-1.978083847,0.750525055,-0.403786613,-0.288373837,0.21107013,-0.61978565,-0.867964678,-0.58429242,0.901339638,1.593907107,-0.421107318,1.136494914,-1.552951518
2498,493.2561444,1,2.475348493,1.366469632,-0.311517866,0.503401435,-1.037450135,0.21555852,0.161169376,1.590909575,-0.819372839,-0.738770645,-0.888459113,-0.93455137,0.481645537,0.685084718,0.219375257,0.462700589
1667,488.0044877,1,0.666293242,-1.553590889,-0.142185134,-0.513009373,-0.821957739,0.782528588,0.900111423,0.336116572,0.08721743,0.90732812,1.31687414,0.817572676,0.804877086,0.405090396,0.495431602,0.001577755
4604,500.1402879,1,-0.663127404,0.13196356,-0.165142194,1.312094943,0.766823118,0.198945502,-0.115579617,-1.800656939,0.191965772,0.34378411,-0.487275519,0.155160529,1.538612849,1.018744973,0.260359748,-0.36360367
789,483.1271234,1,0.376556758,1.190302477,-0.039715533,-0.697960244,0.17236936,1.624249688,1.601054282,-2.142633757,1.353065244,0.577709461,-0.430495005,-0.047951419,0.243311652,-0.435083284,0.089188505,-0.066514755
1520,503.4696185,1,-1.776156466,0.62261091,-0.825456781,0.632319619,-0.855188642,-0.55019813,1.447074089,-0.741325879,-0.849837242,-0.766456905,1.271878681,2.369661728,2.093473852,1.214422214,-1.005744147,-0.02240731
4301,488.1123191,0,,0.880286157,0.271603175,-0.814182585,-1.022783906,1.473493977,-0.412692479,0.108764341,1.319802831,0.234075066,1.606033707,0.713440586,0.142779269,-0.038659012,-0.754238567,0.301793218
773,520.2567618,1,5.973236372,0.785399366,0.811372215,2.555707603,2.170915482,-0.745987842,1.426814218,-1.059279548,2.008138603,0.161818331,0.375565542,0.220735288,-0.602260418,-1.754856119,0.340556941,-0.83650515
328,500.1259445,0,,0.248079032,-0.157269183,1.02874335,0.790523905,0.466485675,-0.433024668,-0.088896297,0.116538754,1.180876879,0.96429168,0.292285949,0.255798715,-0.495664811,1.796721814,0.157703041
452,486.1961031,1,-3.728034769,-0.787447492,-0.405406603,0.177135909,-0.866756479,-0.48453398,1.000444205,0.382959565,-0.52235909,-0.927698177,-1.470293231,1.389415503,0.312888705,1.913571081,-2.323326723,1.357030415
3070,477.1845118,0,,-0.832976837,1.099886937,-0.151686032,-2.179029373,-0.154286904,-0.51988123,1.35431584,0.862043971,-0.475649492,0.581823754,0.171557169,-1.266151299,-0.016011248,-0.00951812,0.426526713
3463,493.2619819,1,-0.547795234,0.146163965,-2.31790252,1.293501971,0.77577262,0.427798677,-1.206503822,-0.005537143,-0.159600539,0.328466153,0.543785316,-2.208714426,-0.423276407,-0.285225199,0.039643924,-0.491129974
4599,511.9884987,1,1.216851456,0.099540701,0.035506462,-0.937414514,0.350281746,0.194144869,-0.604697028,0.36402098,0.737685039,1.709430812,2.111020454,2.036347559,0.196282257,-0.253183098,0.113734877,-1.009305462
810,509.5139744,1,2.311385773,0.209680969,1.705369824,0.822623788,-0.747328793,-0.636958427,0.801840372,-0.308426925,1.233098453,-1.097463391,-0.84754983,1.610685381,-0.504753666,0.179650724,-0.225646442,0.186890043
461,513.9665955,1,-0.758051227,-0.620291955,0.63395397,-0.988565633,0.016536541,-2.487570304,-0.169661324,0.654380469,0.37639902,1.062364683,-0.327112455,1.091093465,-0.581972588,1.645911566,0.80016534,-0.733996944
4829,487.0755611,0,,1.095673297,-2.534487556,-0.112909273,-0.706047048,0.03635397,-0.121956741,0.231674469,0.388731669,-1.762200762,-1.13298291,0.138048623,-0.101789716,0.972067638,-0.740054336,0.925834264
4984,496.0928013,1,-2.324072244,1.188689193,-0.581584893,0.014041848,-0.095441927,-1.844719392,-0.975079939,-0.006727627,0.676498694,-1.390339259,-0.662458957,-0.330327199,0.255090659,0.742439918,0.039184086,0.414827409
2105,497.8236035,0,,1.035399979,-0.036200898,-0.447482414,2.108358858,-2.160836703,-0.31257827,-0.003635534,-1.102798218,1.609319502,-0.029310835,-0.253972675,0.304723776,0.039723838,-1.40658248,1.440926855
1837,498.5027376,0,,-1.606270077,0.39961169,1.482202639,-0.012017697,-0.5803614,-1.013627302,0.064889429,-0.425924281,0.308469886,-0.971534513,-0.031019275,0.066305506,0.033960805,1.468487547,0.443187708
1283,497.5926625,1,-0.290547092,-1.456165935,-0.548382185,0.518672931,-0.85612871,-0.430416535,0.72527359,-0.060030105,-1.845019332,-0.403791555,-0.451371579,0.385172266,0.758028238,-2.492814139,-1.783475029,-0.986019648
2068,475.5188353,0,,-1.972425875,0.929506382,-0.406268808,-0.178719479,1.976548654,0.834114862,1.654383054,-0.473012203,1.009247328,0.088239105,0.571089862,-0.382871404,0.90380558,0.591899006,-1.48222784
3404,488.6647648,1,-3.164517224,0.524759104,0.550357218,1.61226914,-1.021996293,-1.018980265,-1.293771836,-1.908264674,1.467582805,0.392021883,-0.138261947,-0.021920078,0.415017399,0.195886978,0.705947627,1.122787228
2326,515.5704626,1,-1.339181441,-0.534328275,0.101097918,0.085552475,-0.487440482,1.406950091,-0.573798635,-1.411936267,0.158992357,0.584757937,-0.550569951,0.078133642,1.209543141,0.726480651,-1.032206513,-0.311615139
235,522.3996634,1,0.970284741,-0.389643645,-1.146377874,-0.89930569,-0.933632703,0.543713646,-0.154550838,0.782400491,-0.930178612,-1.801627694,-1.121007651,2.41960098,1.351820642,0.174761945,-1.665556413,0.280560725
2413,504.6809603,1,0.306972774,0.452787312,-1.323702187,0.331439996,-0.293411792,-1.50849231,0.993000414,1.104989083,-0.272051285,-0.438935689,0.942616125,0.214255403,-0.43321275,0.874168966,-1.43148704,0.377671792
941,515.7206373,1,2.226907565,1.090397117,1.79090046,0.661312406,-1.042726902,-1.028269127,-1.830453124,-0.131207889,1.244444852,0.548690677,-1.099598765,-0.147695301,0.757957039,0.084939217,-0.185308014,-1.257176218
4436,499.5917731,0,,0.547661938,0.829102256,-0.57269354,-0.094220212,-0.347301441,-1.062825769,0.430822046,-1.201750805,-0.998714731,0.973616483,-1.192168942,-0.377160451,0.264977068,-0.021506435,0.130416218
2947,530.0844164,0,,1.413934124,-0.969025419,0.843597269,1.261335664,1.043959761,1.032276892,-0.307605394,-0.818097911,-0.883257049,1.538742829,-0.162607343,0.650738185,0.283906681,0.947801732,-0.651093941
3173,509.6314704,0,,0.278569012,-1.238025577,0.673388879,0.168917774,-1.203589944,-1.365383863,0.11153818,2.172428227,0.978567675,-0.147508271,1.333011733,-2.052386902,0.662343221,-0.798411654,0.384668155
3710,512.9617547,0,,1.234488688,-0.729058045,-2.305890295,0.399320493,-0.464579364,-0.106929721,-2.36679704,-0.724364616,0.344021147,0.407539094,0.708474737,1.130147725,-0.039571778,-0.089434177,-0.10039402
1309,496.2932322,0,,0.276724691,0.367165432,1.050429631,-0.351626398,1.166907217,0.900355973,0.684371092,0.131921776,-1.178961466,-1.532330728,-0.019197351,-0.085944468,0.923480186,-0.056922523,0.02537765
